ID,Salary
SID115733,2100
SID115748,2700
SID115820,1100
SID115834,1300
SID115917,1700
SID115980,1700
SID116004,2500
SID116208,1700
SID116215,3100
SID116224,1500
SID116383,1700
SID116439,3300
SID116466,5750
SID116516,2100
SID116548,1100
SID116592,1300
SID116648,3500
SID116669,2900
SID116719,1500
SID116862,2300
SID116872,1700
SID116907,1700
SID11695,2300
SID116994,2500
SID116998,1300
SID117028,4100
SID117106,2300
SID117114,1700
SID117138,4100
SID117177,1500
SID11733,2300
SID117330,1700
SID117358,3900
SID117469,2100
SID117471,2500
SID11750,2700
SID117555,2100
SID117569,1700
SID117584,7500
SID11762,2500
SID117641,1900
SID117653,4700
SID11770,3100
SID117740,2300
SID117886,3300
SID117986,1700
SID11800,2300
SID118022,2900
SID118099,1500
SID11810,1900
SID118159,5250
SID118216,1700
SID118255,2500
SID118256,2100
SID118258,1500
SID118327,2100
SID118374,2300
SID118375,1900
SID118386,2100
SID118389,2100
SID118410,2500
SID118572,2900
SID118590,1700
SID118596,3100
SID118643,2500
SID118725,1500
SID118734,1100
SID118743,2500
SID118789,1300
SID118870,2700
SID118941,1900
SID118944,3300
SID118967,3100
SID118969,3100
SID119012,2900
SID119115,2700
SID11920,2500
SID119237,1300
SID119242,1300
SID119252,4100
SID119357,1700
SID119415,2100
SID119423,3100
SID11947,3100
SID119515,4900
SID119537,1900
SID119541,2700
SID119582,3100
SID119586,2100
SID119628,1900
SID119695,6250
SID119722,5750
SID119729,3100
SID119730,3100
SID119891,2100
SID119971,2500
SID119973,1100
SID119990,1700
SID12004,3300
SID120043,1500
SID12006,1500
SID120070,1900
SID120091,2500
SID120101,3100
SID120120,1700
SID12013,1900
SID120164,2100
SID120247,2900
SID120270,1900
SID120310,2300
SID120373,1500
SID120379,2700
SID120424,2900
SID120427,2700
SID120464,2500
SID120521,2900
SID12054,3900
SID120541,3100
SID120544,2100
SID120554,2100
SID120582,1700
SID120583,2900
SID120608,4300
SID120661,1900
SID120679,2100
SID120691,4700
SID120693,3300
SID120717,1900
SID120720,5750
SID120722,2700
SID120808,1500
SID120812,1100
SID120880,2300
SID120959,2100
SID120978,1500
SID120990,1700
SID121089,2100
SID121091,2100
SID121251,2700
SID121288,1700
SID121305,1500
SID121317,1500
SID12137,2700
SID121401,5750
SID121402,1900
SID121407,3700
SID121422,1300
SID121434,2900
SID121450,4100
SID121468,2900
SID121568,2300
SID121593,2700
SID12162,2700
SID121629,2700
SID121698,2300
SID121727,1300
SID12178,3500
SID121872,3700
SID12191,2700
SID12194,2500
SID121985,2100
SID12200,1900
SID122031,1300
SID122071,2100
SID122108,1900
SID122110,3500
SID122164,2300
SID122191,2300
SID12220,1900
SID122222,1900
SID122351,2500
SID122375,1500
SID122403,2900
SID122463,1900
SID12247,2700
SID122549,2700
SID122654,2100
SID122686,1500
SID122706,2900
SID122745,1900
SID122811,3500
SID122972,3700
SID123057,1700
SID1231,1700
SID123211,1900
SID12325,2700
SID123347,2300
SID123358,2100
SID12337,2100
SID123377,2700
SID123389,1900
SID1234,1900
SID123408,2700
SID123458,1700
SID123505,2900
SID123510,3100
SID123536,2100
SID123565,2900
SID123618,2500
SID123703,1500
SID123709,1700
SID12373,3900
SID123731,1700
SID123812,3100
SID123864,2700
SID124000,2100
SID124049,1300
SID12405,2300
SID124073,3300
SID124089,1700
SID124097,2300
SID124172,3900
SID124196,1700
SID124200,2300
SID124268,1100
SID124269,1900
SID12427,2300
SID124315,2300
SID124320,1700
SID12436,2300
SID124360,2100
SID124370,1500
SID124371,3700
SID124403,2300
SID12446,2100
SID124482,4500
SID124546,3700
SID124648,1700
SID124705,2700
SID124722,2500
SID124748,3900
SID124751,2500
SID124806,1700
SID124868,2500
SID124869,2100
SID125042,1900
SID125055,5250
SID125061,1300
SID125067,2100
SID125080,5750
SID125082,2100
SID125142,2700
SID125163,3300
SID125205,2900
SID125250,2500
SID125307,5250
SID125316,2900
SID125420,2100
SID125422,1700
SID125478,1700
SID125620,2500
SID125621,8500
SID125684,2900
SID125706,2300
SID125725,2100
SID125756,2100
SID125895,1300
SID125924,2100
SID125988,2500
SID126145,2900
SID126155,2700
SID12624,5250
SID126276,3500
SID126278,2700
SID12628,3500
SID126291,2700
SID126307,1700
SID126314,3300
SID126410,2900
SID126411,2300
SID126432,2300
SID126436,2100
SID126439,1900
SID126477,2500
SID126495,3900
SID126504,1700
SID126521,4500
SID12658,6250
SID126615,2500
SID126671,4500
SID126677,2100
SID126682,1700
SID12674,7500
SID12684,1700
SID126868,2700
SID126913,1900
SID126970,1700
SID127054,2900
SID127083,2100
SID127123,2700
SID127139,1500
SID127225,1900
SID12723,1100
SID127248,4500
SID127285,4300
SID127303,3100
SID127358,3500
SID127389,2100
SID127432,2500
SID12745,1300
SID127480,3100
SID12752,2300
SID127571,2300
SID12758,3500
SID127630,1700
SID127642,2700
SID127656,1900
SID127666,1100
SID127732,1300
SID127748,4900
SID127759,2500
SID127763,2500
SID12783,3300
SID127872,2900
SID127897,6750
SID127937,1100
SID128022,2100
SID128166,2300
SID12817,1900
SID128183,3500
SID12821,1900
SID128246,2100
SID128255,2100
SID128329,4100
SID128335,3100
SID128336,3100
SID128340,2300
SID128395,3500
SID128410,2700
SID128440,2300
SID128511,2100
SID128529,2500
SID128551,1300
SID128560,3700
SID128607,6250
SID128637,1300
SID128656,1900
SID128716,3500
SID128724,1700
SID128820,1700
SID128831,2100
SID12888,5750
SID128920,2100
SID128964,1700
SID129014,2500
SID129183,1100
SID129190,2300
SID129208,1700
SID129236,1900
SID129244,2300
SID129279,1500
SID129327,2100
SID129501,1900
SID129552,1900
SID129554,2700
SID129557,3100
SID129612,1700
SID129751,1900
SID129792,2900
SID129829,2500
SID129830,2700
SID129832,1900
SID129873,1700
SID129888,4900
SID130003,1700
SID130024,1700
SID130128,1700
SID130152,1900
SID130212,2500
SID130245,2100
SID130246,1700
SID130251,1900
SID130266,2100
SID130290,1300
SID130302,6750
SID130346,2300
SID130467,2300
SID130470,1900
SID130506,1700
SID130532,2100
SID130537,1100
SID13055,2100
SID130683,2700
SID130712,2700
SID130714,1700
SID130751,2100
SID130813,4100
SID130851,1900
SID130870,3300
SID130900,6250
SID131082,2100
SID131107,1300
SID131126,1900
SID131183,2300
SID131190,2300
SID131205,2500
SID131238,1300
SID131242,1500
SID131250,1300
SID131324,3700
SID131373,3100
SID131380,2100
SID131393,1300
SID131448,1300
SID131481,2100
SID131532,1500
SID131543,2700
SID131553,2500
SID131571,7500
SID131576,1700
SID131607,1900
SID131613,3500
SID131725,2100
SID131781,1700
SID131826,1700
SID131832,2900
SID131882,1500
SID131883,1900
SID131884,2300
SID131953,4100
SID131980,2300
SID132011,2500
SID132024,3500
SID132026,3500
SID132100,1700
SID132134,1900
SID132215,2100
SID132309,1500
SID132321,2900
SID132344,3100
SID132357,1900
SID132387,4100
SID132398,2500
SID132442,1900
SID132447,2300
SID132452,2300
SID132453,2700
SID132577,1300
SID132635,4300
SID132658,2100
SID132679,3700
SID132680,3700
SID132700,1900
SID132766,3500
SID132799,1900
SID132872,3100
SID132878,1700
SID132879,1100
SID132906,4500
SID132989,3300
SID132994,2500
SID133040,2100
SID133057,5750
SID133103,2900
SID133111,5750
SID133169,1700
SID13319,3500
SID133199,4700
SID133220,1900
SID133225,2300
SID133355,2500
SID133358,1900
SID13336,6750
SID133361,2500
SID133371,1900
SID133378,1900
SID133379,2500
SID133453,2100
SID133500,3300
SID133505,2100
SID133515,1300
SID133563,2500
SID133578,2500
SID133593,2100
SID133594,3700
SID133697,2900
SID133712,3300
SID133728,1700
SID133742,1700
SID133816,2100
SID134017,3700
SID134028,1900
SID134077,2100
SID13412,2300
SID134138,1500
SID134182,2700
SID134183,2500
SID134190,1300
SID134229,2900
SID134239,2700
SID134276,1900
SID134399,5250
SID134432,6250
SID134435,1700
SID134452,2900
SID134508,2700
SID134572,2300
SID134617,2500
SID134646,3100
SID134678,1300
SID134713,1500
SID134721,3900
SID134751,2500
SID134754,2300
SID13478,2300
SID134784,1500
SID134947,4300
SID134975,1900
SID134996,1500
SID135011,4500
SID135082,4900
SID135125,2300
SID135129,3500
SID135141,1900
SID135149,3500
SID135185,2100
SID135223,2300
SID13528,2500
SID135295,1700
SID135333,1900
SID135353,1900
SID135370,2300
SID135414,1500
SID135418,4100
SID135424,3300
SID135435,1500
SID135495,1900
SID135536,1700
SID135567,4100
SID135574,1700
SID135604,1900
SID135625,1700
SID135628,2100
SID135641,2700
SID135711,3500
SID135723,3300
SID135746,2500
SID135781,2900
SID135828,1500
SID135888,1900
SID135905,2100
SID135926,1700
SID135937,3500
SID136017,2900
SID136115,3500
SID136127,1900
SID136136,3500
SID136163,3500
SID136182,8500
SID136208,1700
SID136248,2300
SID13625,1700
SID136250,1500
SID13628,2300
SID136287,2700
SID136291,1700
SID136347,2300
SID136364,1900
SID136385,3300
SID136393,1700
SID136403,1900
SID136422,3500
SID136439,3100
SID136458,1900
SID136470,3100
SID136479,3100
SID136486,1500
SID136528,2500
SID136562,4100
SID136604,1700
SID136635,2700
SID136643,2300
SID136716,2900
SID136726,3700
SID136796,1900
SID136837,2700
SID136838,4900
SID136852,2900
SID136867,1900
SID136868,2900
SID136903,1700
SID136939,2100
SID136942,1900
SID136962,2900
SID136968,3100
SID137006,2300
SID137011,2300
SID137044,2300
SID137060,4900
SID137094,2500
SID137198,2700
SID137240,1700
SID13726,3100
SID137277,2300
SID137285,3100
SID137300,1900
SID137308,2300
SID137372,1900
SID137456,1300
SID137526,2100
SID137532,2700
SID137596,2700
SID137644,1700
SID137655,3100
SID137675,1900
SID137725,3100
SID137763,3300
SID137858,2100
SID137886,2900
SID138040,1700
SID138046,2500
SID138139,2500
SID138176,1500
SID138205,1500
SID138302,1900
SID1384,3700
SID138449,2300
SID138548,6750
SID138569,1700
SID138600,2300
SID138649,3100
SID138678,2700
SID138691,1700
SID138694,1700
SID138714,1900
SID138734,4300
SID138760,1500
SID138789,3700
SID138825,4100
SID138885,1500
SID138934,2500
SID138936,3500
SID13894,2300
SID138984,3300
SID13902,1500
SID13905,2500
SID139105,3300
SID139118,2900
SID139135,2500
SID139182,1500
SID139223,1500
SID139237,2100
SID139357,1500
SID139381,1900
SID139466,4100
SID139481,1700
SID139517,2900
SID139620,5250
SID139642,3500
SID139670,2100
SID139719,1700
SID139759,1700
SID139809,1900
SID139814,2900
SID139821,2100
SID139891,2100
SID139903,1500
SID139942,2300
SID139947,3700
SID140012,2300
SID140013,2500
SID140020,1700
SID140028,2100
SID140141,3300
SID14015,1900
SID140171,1900
SID140179,1900
SID140207,2100
SID140230,2100
SID140247,5250
SID140252,2300
SID140266,1900
SID140321,1900
SID140346,2300
SID140415,2100
SID140445,1500
SID140471,1500
SID140511,2500
SID14052,4700
SID140676,2100
SID140691,2700
SID140694,1900
SID1407,4100
SID140707,2100
SID140775,1900
SID140789,5750
SID140833,5750
SID140949,4500
SID141015,5750
SID141041,1700
SID141046,1700
SID141048,2100
SID141087,3500
SID141103,1900
SID141127,1500
SID141129,1500
SID141131,2300
SID141142,2500
SID141154,2700
SID141202,1700
SID14126,1700
SID141318,2900
SID141337,2900
SID141425,5250
SID141491,1300
SID141520,1500
SID141573,1500
SID141660,2100
SID141678,1500
SID141697,3100
SID14173,2100
SID141730,1500
SID141964,1700
SID141975,2100
SID141983,1300
SID141994,1700
SID142131,2500
SID142132,3300
SID142148,2700
SID142240,1700
SID142250,2900
SID142256,5750
SID14226,2700
SID142275,2700
SID142285,3100
SID14232,2100
SID142327,3900
SID142415,1700
SID142422,3700
SID142424,2900
SID142459,3700
SID142487,3300
SID14249,6250
SID142495,2900
SID142536,3100
SID142576,3900
SID142580,4300
SID142709,2100
SID142716,1900
SID142732,2300
SID142777,1500
SID142811,2100
SID142812,2100
SID142844,4700
SID142854,2700
SID142913,1700
SID142926,1500
SID142958,4500
SID142978,1700
SID143018,2700
SID143055,2500
SID143073,2500
SID143162,2500
SID143167,2500
SID143254,2500
SID143270,4900
SID143274,2300
SID143318,3500
SID143358,2500
SID143422,4900
SID143500,1300
SID143584,2100
SID143612,3100
SID143692,1900
SID143693,1700
SID143748,2500
SID143787,1700
SID143826,2900
SID143907,1900
SID143946,1900
SID143975,1700
SID143980,2300
SID144093,2100
SID144226,4300
SID144231,3900
SID144279,1500
SID144316,1500
SID144337,1900
SID1444,2300
SID144494,1700
SID144537,3700
SID144558,2300
SID144585,2700
SID144588,2300
SID144596,2100
SID144639,2700
SID144687,2700
SID144714,1900
SID144728,2300
SID14478,1900
SID144785,2300
SID144834,5250
SID144855,1100
SID14486,1900
SID144952,4900
SID144953,2100
SID144977,3500
SID145020,5750
SID145057,3100
SID14508,4300
SID145105,1700
SID145108,2500
SID145110,1700
SID145124,1900
SID145127,3100
SID145128,3100
SID145131,2500
SID145156,3100
SID145176,1500
SID145195,2100
SID145200,2500
SID145214,3900
SID14522,2500
SID145232,1900
SID145235,1700
SID145340,4900
SID145395,1700
SID145408,2500
SID145500,6750
SID145534,2100
SID145647,1900
SID145738,1900
SID14576,1900
SID145779,2500
SID145785,2300
SID145808,2700
SID145854,1700
SID145856,1300
SID145880,2900
SID145886,3500
SID145896,2100
SID145947,1700
SID14595,2500
SID14596,2100
SID145972,3500
SID145991,1900
SID146035,1300
SID146064,2100
SID146130,5250
SID146133,3500
SID146160,1300
SID146188,2100
SID146193,2500
SID146207,2500
SID146235,2100
SID146247,3100
SID14625,2300
SID146251,1500
SID146270,1900
SID146276,1700
SID146308,2100
SID146316,2100
SID146424,1700
SID146459,3100
SID146468,2100
SID146519,1900
SID146520,2700
SID146540,2900
SID146542,3100
SID146544,3500
SID146557,3700
SID146621,2300
SID146631,1900
SID146638,2300
SID146671,1300
SID146686,2100
SID146690,1500
SID146696,1500
SID146709,4300
SID146716,2900
SID146725,3500
SID146734,1900
SID146756,3500
SID146763,2700
SID146792,1900
SID1468,2500
SID14682,2500
SID146827,3700
SID146994,6750
SID147012,1300
SID1471,2100
SID147107,1700
SID147128,1700
SID147139,3100
SID14724,2300
SID147259,3100
SID147265,1500
SID147302,1700
SID147328,2500
SID147362,2500
SID147383,2300
SID147392,1900
SID147394,8500
SID147489,2700
SID147501,2100
SID147505,1500
SID147511,1500
SID147645,3100
SID147697,2300
SID147702,2300
SID147729,1700
SID147762,2500
SID147767,3100
SID147794,2900
SID147836,2900
SID147849,1900
SID147854,2900
SID147872,2900
SID147882,1700
SID147885,2100
SID147893,2900
SID147911,3100
SID147916,2300
SID147983,1900
SID14799,5250
SID148046,2700
SID148058,3500
SID148215,1900
SID14822,3900
SID148297,2300
SID148332,4300
SID148401,1900
SID148467,2500
SID148468,3100
SID148497,2700
SID148508,3900
SID148519,2500
SID148552,1700
SID148599,1900
SID148618,3100
SID148646,1700
SID14865,3100
SID148664,2900
SID148673,2100
SID148732,1300
SID148751,1300
SID14877,2100
SID148820,1500
SID148872,2700
SID148902,1500
SID148907,3700
SID148937,1900
SID149025,1300
SID149049,2900
SID149054,1700
SID149087,2900
SID149238,2100
SID149246,3500
SID149253,3500
SID149278,1900
SID149303,1700
SID149317,2100
SID149320,4900
SID149364,2500
SID149485,2300
SID149501,2100
SID14951,3500
SID149580,2100
SID149630,1100
SID149660,3700
SID14969,1900
SID149748,2500
SID149845,1900
SID149923,3700
SID149937,1900
SID149999,3500
SID150025,2100
SID150074,3100
SID150123,1700
SID150151,1500
SID150169,1700
SID150174,4300
SID150215,1700
SID150224,5750
SID150269,1500
SID150296,4100
SID1503,3300
SID150304,3500
SID150325,3100
SID150353,3700
SID150448,1700
SID150462,1900
SID150496,3300
SID15053,2900
SID150536,4500
SID150544,1900
SID150561,1900
SID150595,1700
SID150602,5750
SID150639,1300
SID150669,2100
SID150709,2700
SID15071,1300
SID150714,1900
SID150758,1900
SID150764,4500
SID150850,2100
SID150859,3900
SID150917,2100
SID151010,1900
SID151041,4100
SID151053,2100
SID151068,2700
SID151130,3500
SID151170,2500
SID151175,2300
SID151193,1500
SID151229,1700
SID151304,1500
SID151322,3900
SID151333,1900
SID151347,2500
SID151352,3700
SID151379,1700
SID151516,2300
SID151532,1500
SID151570,1900
SID151580,4300
SID151594,3500
SID151609,2100
SID151616,3300
SID151680,7500
SID151684,2300
SID151712,5250
SID151715,1500
SID151794,4100
SID151830,1700
SID151831,2300
SID151888,3900
SID151930,1700
SID151948,1900
SID151966,2300
SID151991,1700
SID152008,4100
SID152016,1100
SID152079,3500
SID152131,1700
SID152226,2300
SID152234,1300
SID152244,1700
SID152280,1500
SID15229,4900
SID152331,2900
SID152333,1500
SID152366,1500
SID15237,1900
SID152373,3300
SID152501,1300
SID152507,2300
SID152508,3100
SID152538,1900
SID152605,2300
SID152623,2100
SID152672,1700
SID15270,2500
SID152773,4900
SID15279,1900
SID152926,2100
SID152984,2900
SID15300,2300
SID153019,1300
SID153049,1700
SID153058,2700
SID153069,2500
SID153114,1700
SID153165,1500
SID153184,2100
SID153233,3300
SID15326,3100
SID153289,2100
SID153364,2900
SID153405,4700
SID153507,4100
SID153548,2100
SID153576,1500
SID153699,1700
SID153703,1500
SID153777,3300
SID153822,2300
SID153830,3500
SID153832,4900
SID153863,2700
SID153922,1700
SID15394,3100
SID153951,2500
SID154228,2300
SID154245,1700
SID154318,2100
SID15442,2500
SID154759,1900
SID154774,1900
SID154780,1500
SID15485,2900
SID154852,2100
SID154862,3300
SID154889,2300
SID154923,3500
SID155038,2100
SID155048,4100
SID155051,1700
SID155072,1500
SID155093,2300
SID155178,2100
SID155235,3100
SID155253,5750
SID155281,2300
SID155305,1700
SID155316,1100
SID155377,3100
SID155378,3500
SID155419,7500
SID155434,2100
SID155474,5250
SID155498,1900
SID155508,1700
SID155557,1300
SID155667,2900
SID155780,2900
SID155833,1500
SID155855,4700
SID155973,2700
SID156005,3700
SID156009,2700
SID156029,3100
SID156031,5250
SID156092,2300
SID156102,3500
SID156170,2100
SID156236,1700
SID156331,1500
SID156337,2100
SID156379,2100
SID156636,1900
SID156639,1500
SID156731,2500
SID156751,2300
SID156758,3700
SID1568,1500
SID156814,1900
SID156823,1900
SID156835,3100
SID156859,2500
SID156878,2300
SID156929,1900
SID156979,1700
SID156991,3700
SID157132,2100
SID157134,1900
SID157217,1700
SID157243,2900
SID157250,2100
SID157330,1900
SID157391,2100
SID157407,2300
SID157416,2500
SID157446,2500
SID157469,1500
SID157486,1700
SID157499,2100
SID157502,2700
SID157508,1900
SID157526,1300
SID157527,1500
SID157531,1500
SID157545,1900
SID157553,2500
SID157564,2900
SID157581,2100
SID15763,3300
SID157878,2500
SID15788,2100
SID157991,1700
SID158017,2300
SID158039,1900
SID158098,3300
SID158122,2100
SID158152,2500
SID158172,2900
SID158214,1700
SID158222,4100
SID158237,2700
SID158239,2900
SID158371,1900
SID158410,2900
SID158428,2300
SID158454,2500
SID158464,2100
SID15855,2100
SID158602,3100
SID158648,4900
SID158689,1700
SID15889,2700
SID158905,3100
SID15891,1900
SID158925,2100
SID158962,1500
SID15899,2300
SID159049,1500
SID159064,2500
SID159118,1500
SID159154,2700
SID159205,5250
SID159280,2300
SID159317,4300
SID159324,1500
SID159327,1900
SID159368,4300
SID15941,5250
SID159443,2900
SID159453,2300
SID159512,4900
SID159640,5250
SID159658,3700
SID159702,1900
SID159776,1900
SID159835,3500
SID159867,3700
SID159892,2100
SID159897,1300
SID159903,4100
SID160053,1500
SID160062,1700
SID160068,1900
SID160137,1500
SID160156,1500
SID160159,2300
SID160184,2500
SID160189,3700
SID160193,2900
SID160195,1500
SID160223,1900
SID160226,1700
SID160310,2100
SID160371,2500
SID160413,1500
SID16042,2100
SID160498,2500
SID160606,3500
SID160658,1900
SID160768,1900
SID160774,3700
SID160849,1700
SID160896,1100
SID160916,1100
SID160950,1500
SID161041,2500
SID161194,2700
SID161237,2300
SID16124,5750
SID161245,2500
SID161252,2500
SID161254,3300
SID161260,1900
SID161357,2500
SID161555,3300
SID161578,2700
SID161597,2700
SID16169,4700
SID161812,3300
SID16183,2700
SID161850,2700
SID161879,2100
SID16188,2100
SID161915,2100
SID161936,2300
SID161938,6250
SID162003,1700
SID162006,2500
SID162067,1900
SID16207,2500
SID162125,2300
SID162208,1700
SID162264,1300
SID162285,2500
SID162305,1700
SID162317,2100
SID162327,4100
SID162329,3500
SID162369,3900
SID162373,4700
SID162461,1900
SID162465,1500
SID162535,1500
SID162550,1700
SID162574,2300
SID162635,1300
SID162728,1500
SID162757,1700
SID162829,3100
SID162864,1700
SID162898,2300
SID162950,1500
SID162961,2500
SID163025,2500
SID163064,2700
SID163103,2500
SID163120,1300
SID163150,3700
SID163262,1900
SID163300,6250
SID163364,3900
SID163395,2100
SID163398,2500
SID163435,1300
SID163441,1900
SID163468,1700
SID163556,2700
SID163603,3500
SID16364,4700
SID163644,1900
SID163646,2500
SID163802,3700
SID163806,2100
SID163830,1900
SID163833,1700
SID16389,2100
SID163897,1300
SID163925,2100
SID163936,3100
SID163967,1500
SID164002,1300
SID164004,2100
SID164022,3700
SID164059,3700
SID164066,2300
SID164139,1700
SID164162,2500
SID164167,2300
SID164172,2300
SID164227,2100
SID164231,1900
SID164260,2500
SID164287,2500
SID164338,2900
SID164353,2100
SID164385,2100
SID164449,2500
SID164452,3100
SID16456,2500
SID164573,3100
SID164584,1300
SID164617,1900
SID164779,4500
SID164825,2100
SID164836,2300
SID164865,2100
SID164938,1500
SID164940,2900
SID164989,3300
SID165027,1900
SID165100,1900
SID165107,2500
SID165114,2100
SID165128,3100
SID165151,1500
SID165354,2500
SID165415,2500
SID165501,2100
SID165504,1500
SID165562,1300
SID165563,1700
SID165676,3300
SID165711,2900
SID165807,1900
SID165822,1500
SID165870,2700
SID165919,1900
SID165972,2300
SID166002,1900
SID166006,4900
SID166029,1900
SID166035,2500
SID166143,2100
SID166238,1100
SID166262,2900
SID16627,1900
SID16635,3300
SID166370,1700
SID166452,1900
SID166479,3500
SID166497,1300
SID166517,4300
SID166600,1900
SID166642,2100
SID166656,1700
SID166695,2900
SID166725,3300
SID166769,4300
SID166782,1300
SID166793,1900
SID166806,1700
SID166807,3900
SID166823,2500
SID166957,1700
SID166960,1900
SID167062,1100
SID167169,4900
SID167223,1900
SID167235,2100
SID167237,4100
SID167249,4500
SID167348,1300
SID167353,2900
SID167413,4500
SID16756,2900
SID167571,2300
SID167579,1300
SID167613,1900
SID167669,1900
SID167672,1900
SID167675,2500
SID167728,2300
SID167751,1700
SID167805,2900
SID167820,1500
SID167864,2500
SID167965,1900
SID16797,4300
SID168012,1900
SID168095,2100
SID168174,2300
SID16818,4500
SID168198,2500
SID168210,3900
SID16829,2500
SID168296,2500
SID168307,1500
SID168342,2100
SID168383,1500
SID168404,1900
SID168497,3700
SID168541,2500
SID168550,1500
SID168551,1700
SID168626,1700
SID16872,4300
SID168747,1500
SID168772,6750
SID168783,2100
SID168809,1500
SID168823,2500
SID168827,3300
SID169031,2500
SID169073,1900
SID169103,2700
SID169124,1700
SID16914,4100
SID169145,2100
SID169201,2500
SID169216,1900
SID169291,1700
SID169308,2300
SID169340,2700
SID169354,1900
SID169357,1700
SID169367,1300
SID169373,2500
SID169405,1300
SID169408,2900
SID16942,2100
SID169494,1100
SID169506,1900
SID169538,4900
SID169564,2300
SID169575,1500
SID169628,1700
SID169683,5250
SID169732,4100
